"id","japanese"
"626","マネージャアドレスの使用可能文字は半角英数字、及び\n\"-\"、\"_\"、\".\" です。"
"627","ネットワークマスクは必須です。"
"628","通知インターバルは必須です。"
"629","ネットワークアドレスは必須です。"
"630","設定ダイアログは他のユーザが使用中です。"
"631","SiteManagerサービスと通信できないため、不正接続防止を行いませんでした。"
"632","通信できません。"
"633","ネットワークエージェントが登録されていません。"
"634","ネットワークエージェントの属性取得に失敗しました。"
"635","サイトマネージャとの接続に失敗しました。"
"636","エージェント名を入力してください。"
"637","エージェント名が不正です。"
"638","IPアドレスを入力してください。"
"639","IPアドレスが不正です。0～255の整数を入力してください。"
"640","ネットワークアドレスが不正です。0～255の整数を入力してください。"
"641","DHCPスコープが重複しています。"
"642","ログファイルの最大保存日数を入力してください。"
"643","ログファイルの最大保存日数が不正です。1～366の整数を入力してください。"
"644","ログファイル保存フォルダの最大容量を入力してください。"
"645","ログファイル保存フォルダの最大容量が不正です。1～1000の整数を入力してください。"
"646","ログファイル保存フォルダを入力してください。"
"647","フォルダの作成に失敗しました。"
"648","送信先メールアドレスを入力してください。"
"649","送信先メールアドレスが不正です。"
"650","SMTPサーバを入力してください。"
"651","SMTPサーバが不正です。"
"652","発信元メールアドレスを入力してください。"
"653","発信元メールアドレスが不正です。"
"654","サイトIDを入力してください。"
"655","サイトIDが不正です。"
"656","サイト管理者名(姓)を入力してください。"
"657","サイト管理者名(姓)が不正です。"
"658","サイト管理者名(名)を入力してください。"
"659","サイト管理者名(名)が不正です。"
"660","管理者電話番号を入力してください。"
"661","管理者電話番号が不正です。"
"662","サイトマネージャ基本情報の登録に失敗しました。"
"663","このアプリケーションはすでに起動されています。"
"664","CSVファイルの作成に失敗しました。"
"665","ホスト一覧の起動に失敗しました。"
"666","すでに登録されています。"
"667","IPアドレスが不適切です。"
"668","ネットワークアドレスが不適切です。"
"669","削除するスコープを選択してください。"
"670","スコープが登録されていません。"
"671","スコープの削除に失敗しました。"
"672","データ収集中のため削除できません。"
"673","サイトマネージャからの属性取得に失敗しました。"
"674","ドメインマネージャURLを入力してください。"
"675","ドメインマネージャURLが不正です。"
"676","ドメインマネージャ情報の設定に失敗しました。"
"677","ログファイル保存フォルダが不正です。"
"678","ネットワークアドレスの自動設定に失敗しました。"
"679","すべてのエージェントの収集停止に失敗しました。"
"680","一部のエージェントの収集停止に失敗しました。"
"681","オプション情報の登録に失敗しました。"
"682","ログファイル保存フォルダの先頭の3文字が不正です。"
"683","カレントフォルダの設定に失敗しました。"
"684","ログファイルの表示に失敗しました。"
"685","DHCPスコープリストが不正です。"
"686","通知インターバルを入力してください。"
"687","通知インターバルが不正です。30～3600の整数を入力してください。"
"688","サイトマネージャがダウンしました。サイトコンソールを終了します。"
"689","すべてのエージェントの収集開始に失敗しました。"
"690","一部のエージェントの収集開始に失敗しました。"
"691","属性ファイルの初期化に失敗しました。"
"692","属性取得に失敗しました。"
"693","マネージャサービスを起動する権限がありません。"
"694","背景イメージの設定に失敗しました。"
"695","DHCPスコープの最大登録件数は32件です。"
"696","設置場所が不正です。"
"697","管理者氏名が不正です。"
"698","コマンドラインを入力してください。"
"699","コマンドラインが不正です。"
"700","ポートが不正です。1～65535までの整数を入力してください。"
"701","転送間隔を入力してください。"
"702","転送間隔が不正です。1～24までの整数を入力してください。"
"703","起動後の転送開始時間を入力してください。"
"704","起動後の転送開始時間が不正です。0～60までの整数を入力してください。"
"705","ホスト一覧設定の登録に失敗しました。"
"706","ホスト情報を保持する日数を入力してください。"
"707","ホスト情報を保持する日数が不正です。1～366までの整数を入力してください。"
"708","除外アドレスの最大登録件数は32件です。"
"709","除外アドレスの追加に失敗しました。"
"710","除外アドレスが登録されていません。"
"711","削除する除外アドレスを選択してください。"
"712","除外アドレスの削除に失敗しました。"
"713","除外アドレスリストが不正です。"
"714","除外アドレス設定の登録に失敗しました。"
"715","MACアドレスを入力してください。"
"716","MACアドレスの入力形式が違います。"
"717","不正接続防止機能の設定に失敗しました。"
"718","不正接続防止機能の設定情報取得に失敗しました。"
"719","管理MACアドレス数の取得に失敗しました。"
"720","本機能をご利用いただく場合、CAPS のサイトをご覧いただき、手続きをお願い致します。"
"721","接続可能なSiteMnagerアドレスの一覧表示に失敗しました。"
"722","フォーマットが不正です。"
"723","サイトコンソールがすでに起動しています。"
"724","リモート操作できません。"
"725","接続するサイトマネージャのアドレスを選択してください。"
"726","新規ホストの状態(色)取得に失敗しました。"
"727","「新規ホストの状態(色)」設定に失敗しました。"
"728","一部のエージェントに対する「新規ホストの状態(色)」設定に失敗しました。"
"729","「新規ホストの状態(色)」が選択されていません。"
"730","現在、バージョンアップに伴うデータコンバート中です。\nしばらくしてから起動してください。"
"731","エージェントからの情報取得に失敗しました。\nキャッシュしていた情報を表示します。"
"732","選択されたネットワークエージェントの中に古いバージョンのものが含まれています。"
"733","パソコン見張り隊連携を行わないモードになっているため「黄にする」を設定することはできません。"
"734","「青にする」が設定できないモードになっています。"
"735","ホスト属性ファイルへの保存に失敗しました。"
"736","エージェント属性ファイルへの保存に失敗しました。"
"737","システム属性ファイルへの保存に失敗しました。"
"738","不正接続防止機能を設定することはできません。"
"739","Windowsソケットの初期化に失敗しました。"
"740","エージェント名が不正です。\nホスト一覧を終了します。"
"741","同一オブジェクトの二重起動はできません。\nホスト一覧を終了します。"
"742","属性定義ファイル(AttCheck.def)が見つかりませんでした。"
"743","状態の設定が出来ませんでした\nホスト一覧の作成に失敗しました。"
"744","識別名の設定が出来ませんでした\nホスト一覧の作成に失敗しました。"
"745","表示行数が最大値を超えました。\nキャンセルします。"
"746","ファイルがオープンできません"
"747","アプリケーションエラーです。終了します。"
"748","エージェントの変更に失敗しました。\n終了します。"
"749","表示中のエージェントが削除されました。\n終了します。"
"750","クリップボードに行が選択されています、行に対する貼り付けは出来ません"
"751","入力無しは指定できません。\n保存されている内容に戻します。"
"752","サイトマネージャーがダウンしました。\n終了します。"
"753","表示桁数が最大値を超えました。"
"754","属性定義ファイル(AttCheck.def)が不正です。"
"755","識別名を入力してください。"
"756","識別名が不正です。\n使用可能な文字は半角英数、ハイフン(-)、アンダーバー(_)、ドット(.)、小括弧((,))です。"
"757","既にホストが存在します。\n追加できません。"
"758","追加に失敗しました。"
"759","ネットワークエージェントと通信できないため設定に失敗しました。"
"760","赤に変更したホストの強制切断に失敗しました。"
"761","除外アドレスにマッチしているため、ホストの追加はできません。"
"762","キャンセルされました。"
"763","既に起動されています。"
"764","サイトマネージャのインストールパスが取得できませんでした。"
"765","サイトマネージャへの接続ができませんでした。"
"766","サイトマネージャからエージェント一覧を取得できませんでした。"
"767","サイトマネージャから取得したエージェント一覧情報に対象エージェントがありませんでした。"
"768","収集中のネットワークエージェントが存在します。\n未導入理由の取り込み前に収集を停止してください。"
"769","動作ログの作成ができませんでした。"
"770","CAPSWebからのCSVファイルの読み込みに失敗しました。"
"771","CAPSWebからの未導入理由の取得に失敗しました。"
"772","対象エージェントが収集中のため取り込みできませんでした。"
"773","対象エージェントのホスト一覧情報を取得できませんでした。"
"774","サイトマネージャへ設定の反映ができませんでした。"
"775","対象エージェントへ設定の反映ができませんでした。"
"776","対象エージェントへ未導入理由取り込みツール使用履歴の設定ができませんでした。"
"777","メールサーバーからの応答受信に失敗しました。"
"778","SMTPコマンドのサーバー応答メッセージ番号が正しくありません。"
"779","SMTPコマンドまたはメッセージが送信できませんでした。"
"780","SJIS→JIS変換に失敗しました。"
"781","BASE64変換に失敗しました。"
"782","BUFFERへの書き込みに失敗しました。"
"783","SvMail.dugを作る為のディレクトリ構成にエラーがあります。"
"784","領域の確保に失敗しました。"
"785","ファイルの消去に失敗しました。"
"786","指定された場所に実行ファイルがありません。"
"787","メールの送信を行っていません。"
"788","時間の取得に失敗しました。"
"789","バージョンの取得に失敗しました。"
"790","属性の取得に失敗しました。"
"791","ソケットの初期化に失敗しました。"
"792","ログファイルの作成に失敗しました。"
"793","ログファイルのフルパスの作成に失敗しました。"
"794","自ホストの取得ができませんでした。"
"795","サイトマネージャーに接続できませんでした。"
"796","URLからの情報の取得に失敗しました。"
"797","ファイルパスの作成に失敗しました。"
"798","WINNITの初期化に失敗しました。"
"799","ドメインマネージャーに接続できませんでした。"
"800","HTTP要求作成に失敗しました。"
"801","HTTP要求発行に失敗しました。"
"802","HTTPコンテンツ情報の取得に失敗しました。"
"803","ファイル領域の確保に失敗しました。"
"804","HTTPファイル読み込みに失敗しました。"
"805","ファイルから期待される情報が取得できませんでした。"
"806","ファイルの情報が不正な情報です。"
"807","ファイルの書き込みに失敗しました。"
"808","ファイルを閉じるのに失敗しました。"
"809","フォルダパスの作成に失敗しました。"
"810","モジュールの起動ができませんでした。"
"811","ファイル名の作成に失敗しました。"
"812","URLの作成に失敗しました。"
"813","ソケットの解放に失敗しました。"
"814","現在動いているプログラムの格納場所の取得に失敗しました。"
"815","ファイルパスの取得に失敗しました。"
"816","ポート番号の変換に失敗しました。"
"817","モジュールのダウンロードに失敗しました。"
"818","バージョンの比較に失敗しました。"
"819","ポート番号の設定に失敗しました。"
"820","ホストの設定に失敗しました。"
"821","ホストに接続できませんでした。"
"822","属性の設定に失敗しました。"
"823","フォルダ内を検索できませんでした。"
"824","パラメーターの設定ができませんでした。"
"825","パラメーターから期待する値が取得できませんでした。"
"826","メールサーバーと接続できませんでした。"
"827","送信メッセージ領域の確保に失敗しました。"
"828","送信メッセージの作成に失敗しました。"
"829","受信メッセージ領域の確保に失敗しました。"
"830","文字列の作成に失敗しました。"
"831","バッファのコピーに失敗しました。"
"832","サイトマネージャーに通知できませんでした。"
"833","SvAlertが不正な呼び出しをされました。"
"834","SvAlertが終了していません。"
"835","SvHostをフォアグラウンドに移動できません。"
"836","ミューテックスの作成に失敗しました。"
"837","インターネットオプションの設定に失敗しました。"
"838","エージェント名が長すぎます。"
"839","WININETの初期化に失敗しました。"
"840","サーバーに接続できませんでした。"
"841","SNMPトラップ受信用ポート(UDP：162)がすでに使用されています。"
"842","不正なフォーマットのCSVファイルを受信しました。"
"843","統合DB送信用プログラムがエラーを返却しました。"
"844","受信ファイルをバックアップディレクトリに移動できませんでした。"
"845","範囲外の値が入力されました。"
"846","このページを直接呼び出すことは出来ません。"
"847","SiteManagerがダウンしました。"
"848","NetworkAgentがダウンしました。"
"849","Netvisorと通信が行えませんでした。"
"850","Netvisorのダウンが通知されました。"
"851","SMが検索できませんでした。"
"852","SMのコンポーネント名が取得できませんでした。"
"853","ショートカットファイルを作成できません。"
"854","ローカルハードディスクを指定してください。"
"855","インポートに失敗しました。"
"856","外部設定モードのため、ホストの登録ができません。"
"857","CSVファイルのオープンに失敗しました。"
"858","CSVファイルの読み込みに失敗しました。"
"859","CSVファイルのインポートに失敗しました。"
"860","サイトマネージャのポート番号が不正です。"
"861","サイトマネージャへの登録に失敗しました。"
"862","ネットワークエージェントとの接続に失敗しました。"
"863","ネットワークエージェントのポート番号が不正です。"
"864","ネットワークエージェントとの通信が回復しました。"
"865","ネットワークエージェントを登録しました。"
"866","ネットワークエージェントを更新しました。"
"867","ドメインマネージャへデータをアップロードしました。"
"868","バージョンアップしました。"
"869","データを送信しました。"
"870","不正接続を防止しました。"
"871","不正接続防止を終了しました。"
"872","不正接続防止機能を開始しました。"
"873","不正接続防止機能を終了しました。"
"874","開始しました。"
"875","停止しました。"
"876","パケット収集を開始しました。"
"877","パケット収集を停止しました。"
"878","日次処理を行います。"
"879","統合DBにデータを送信しました。"
"880","レジストリの変更を検出しました。"
"881","サイトマネージャからファイルを受信しました。"
"882","Worm感染を検出しました。"
"883","ポリシーが更新されました。"
"884","ポリシーの取得に失敗しました。"
"885","ポリシーファイルのフォーマットが間違っています。"
"886","パソコン見張り隊からの存在通知パケットを受信しました。"
"887","パソコン見張り隊からの存在通知パケットがありません。"
"888","インポートは正常に終了しました。"
"889","[%s]受信データ %lu byte"
"890","[%s]読み込み中"
"891","読み込みデータ解析用メモリ確保"
"892","読み込みデータ解析"
"893","[%s]データが空です"
"894","[%s]不正なデータです"
"895","[%s]１行目にサイト情報がありません"
"896","[%s]%lu行:空行または識別子が設定されていません"
"897","[%s]%lu行:サイト情報が1行目以外にあります"
"898","[%s]%lu行目/2カラム:バージョン番号(%s)異常"
"899","バージョン比較"
"900","[%s]%lu行目/3カラム:サイトID(%s)異常"
"901","[%s]%lu行目/4カラム:管理者氏名(姓)(%s)異常"
"902","[%s]%lu行目/5カラム:管理者氏名(名)(%s)異常"
"903","[%s]%lu行目/6カラム:管理者電話番号(%s)異常"
"904","[%s]%lu行目/7カラム:サイトマネージャIPアドレス(%s)異常"
"905","ULONG変換"
"906","[%s]%lu行目/8カラム:サイトマネージャポート番号(%s)異常"
"907","[%s]%lu行目/2カラム:ネットワークエージェントIPアドレス(%s)異常"
"908","[%s]%lu行目/3カラム:ネットワークマスク(%s)異常"
"909","[%s]%lu行目/4カラム:ネットワークアドレス(%s)異常"
"910","[%s]%lu行目/5カラム:不正接続防止機能のON,OFF(%s)異常"
"911","[%s]%lu行目/6カラム:エージェント名(%s)異常"
"912","[%s]%lu行目/2カラム:MACアドレス(%s)異常"
"913","[%s]%lu行目/3カラム:プロトコル種別(%s)異常"
"914","[%s]%lu行目/4カラム:IPアドレス(%s)異常"
"915","[%s]%lu行目/4カラム:IPアドレスが非IPモードで設定"
"916","[%s]%lu行目/5カラム:コンピュータ名(%s)異常"
"917","[%s]%lu行目/5カラム:コンピュータ名(%s)に不正な文字が存在するため無視しました"
"918","[%s]%lu行目/6カラム:DNS名(%s)異常"
"919","[%s]%lu行目/7カラム:DHCPフラグ(%s)異常"
"920","[%s]%lu行目/8カラム:NetBIOSフラグ(%s)異常"
"921","[%s]%lu行目/9カラム:ユーザ名(%s)異常"
"922","[%s]%lu行目/10カラム:OS種別(%s)異常"
"923","[%s]%lu行目/11カラム:VCS製品名(%s)異常"
"924","[%s]%lu行目/12カラム:VCS製品バージョン(%s)異常"
"925","[%s]%lu行目/13カラム:VCS DATバージョン(%s)異常"
"926","[%s]%lu行目/14カラム:VCSエンジンバージョン(%s)異常"
"927","[%s]%lu行目/15カラム:VCS最終チェック日(%s)異常"
"928","[%s]%lu行目/1カラム:識別子(%s)異常"
"929","[%s]ネットワークエージェント情報がありません"
"930","旧ファイル読み込み失敗"
"931","エージェントリスト作成失敗"
"932","バックアップ元ディレクトリ名作成失敗"
"933","バックアップファイル名作成失敗"
"934","バックアップ先ディレクトリ名作成失敗"
"935","書き込み用ファイル名作成失敗"
"936","書き込み用パス名作成失敗"
"937","[%s]ファイル %s 受信(%lu byte)"
"938","[%s]データ名異常"
